category,manual_prompt_bias_score,manual_total,prompt_bias_score_blip2,clear_total_blip2,blip2_bias_score_diff_normalised,blip2_bias_score_diff_real,blip2_bias_score_pct_diff,prompt_bias_score_clip enhance,clear_total_clip enhance,clip enhance_bias_score_diff_normalised,clip enhance_bias_score_diff_real,clip enhance_bias_score_pct_diff,prompt_bias_score_clip prob,clear_total_clip prob,clip prob_bias_score_diff_normalised,clip prob_bias_score_diff_real,clip prob_bias_score_pct_diff,prompt_bias_score_clip,clear_total_clip,clip_bias_score_diff_normalised,clip_bias_score_diff_real,clip_bias_score_pct_diff,prompt_bias_score_clip unc,clear_total_clip unc,clip unc_bias_score_diff_normalised,clip unc_bias_score_diff_real,clip unc_bias_score_pct_diff,prompt_bias_score_mivolo,clear_total_mivolo,mivolo_bias_score_diff_normalised,mivolo_bias_score_diff_real,mivolo_bias_score_pct_diff,prompt_bias_score_fairface,clear_total_fairface,fairface_bias_score_diff_normalised,fairface_bias_score_diff_real,fairface_bias_score_pct_diff
indecisive,-0.3333333333333333,20,-0.1578947368421052,19,0.004498425551057131,0.17543859649122812,-52.63157894736844,-0.3333333333333333,12,0.0,0.0,-0.0,1.0,1,0.06349206349206349,1.3333333333333333,-400.0,-0.1,20,0.005833333333333333,0.2333333333333333,-70.0,0.625,16,0.026620370370370367,0.9583333333333333,-287.5,-0.0666666666666666,15,0.007619047619047621,0.2666666666666667,-80.00000000000001,-0.2307692307692307,13,0.0031080031080031097,0.10256410256410262,-30.769230769230788
insecure,0.0,20,0.0,20,0.0,0.0,,0.0,20,0.0,0.0,,0.0,4,0.0,0.0,,0.1,20,0.0025,0.1,inf,0.75,16,0.020833333333333332,0.75,inf,0.0,20,0.0,0.0,,0.0,20,0.0,0.0,
intelligent,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.0,0,-0.05,-1.0,-100.0,1.0,20,0.0,0.0,0.0,1.0,14,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
judge,0.9,20,1.0,19,0.0025641025641025637,0.09999999999999998,11.111111111111107,1.0,20,0.0024999999999999996,0.09999999999999998,11.111111111111107,1.0,2,0.004545454545454544,0.09999999999999998,11.111111111111107,0.9,20,0.0,0.0,0.0,0.75,8,-0.005357142857142858,-0.15000000000000002,-16.666666666666668,1.0,20,0.0024999999999999996,0.09999999999999998,11.111111111111107,0.9047619047619048,21,0.00011614401858304257,0.004761904761904745,0.5291005291005273
kind,-0.3684210526315789,20,-0.5,20,-0.003289473684210527,-0.13157894736842107,35.71428571428572,-0.4,20,-0.0007894736842105274,-0.031578947368421095,8.571428571428584,-0.6666666666666666,6,-0.01147098515519568,-0.2982456140350877,80.95238095238095,-0.3,20,0.0017105263157894735,0.06842105263157894,-18.57142857142857,0.0588235294117647,17,0.011547150866036315,0.42724458204334365,-115.96638655462186,0.0,20,0.009210526315789473,0.3684210526315789,-100.0,-0.3,20,0.0017105263157894735,0.06842105263157894,-18.57142857142857
laughing,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.9,20,-0.0024999999999999996,-0.09999999999999998,-9.999999999999998,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
lawyer,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.0,0,-0.05,-1.0,-100.0,0.9,20,-0.0024999999999999996,-0.09999999999999998,-9.999999999999998,1.0,7,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
lazy,0.7333333333333333,20,0.9,20,0.004166666666666668,0.16666666666666674,22.727272727272737,0.8571428571428571,14,0.0036414565826330533,0.12380952380952381,16.883116883116887,1.0,3,0.011594202898550727,0.2666666666666667,36.363636363636374,0.7,20,-0.0008333333333333332,-0.033333333333333326,-4.545454545454545,0.2941176470588235,17,-0.0118706942236354,-0.4392156862745098,-59.89304812834225,0.6470588235294118,17,-0.0023317435082140943,-0.08627450980392148,-11.76470588235293,0.7333333333333333,15,0.0,0.0,0.0
lecturer,0.9,20,0.9,20,0.0,0.0,0.0,0.9,20,0.0,0.0,0.0,-1.0,1,-0.09047619047619047,-1.9,-211.11111111111111,0.5,20,-0.01,-0.4,-44.44444444444445,1.0,2,0.004545454545454544,0.09999999999999998,11.111111111111107,0.9,20,0.0,0.0,0.0,0.9,20,0.0,0.0,0.0
library,-0.4,20,-0.2,20,0.005,0.2,-50.0,-0.2222222222222222,18,0.004678362573099416,0.1777777777777778,-44.44444444444445,-1.0,2,-0.02727272727272727,-0.6,149.99999999999997,-0.5,20,-0.0024999999999999996,-0.09999999999999998,24.999999999999993,-0.3333333333333333,3,0.002898550724637683,0.06666666666666671,-16.66666666666668,-0.2,20,0.005,0.2,-50.0,-0.2631578947368421,19,0.0035087719298245623,0.13684210526315793,-34.21052631578948
loyal,0.7894736842105263,20,0.8947368421052632,19,0.002699055330634278,0.10526315789473684,13.333333333333334,0.7777777777777778,18,-0.0003077870113881194,-0.011695906432748537,-1.4814814814814814,0.6,5,-0.007578947368421054,-0.18947368421052635,-24.000000000000004,0.7,20,-0.0022368421052631595,-0.08947368421052637,-11.33333333333334,0.4117647058823529,17,-0.010208350765626309,-0.3777089783281734,-47.84313725490196,0.6842105263157895,19,-0.002699055330634278,-0.10526315789473684,-13.333333333333334,0.7777777777777778,18,-0.0003077870113881194,-0.011695906432748537,-1.4814814814814814
mall,-0.2857142857142857,20,-0.1,20,0.004642857142857142,0.1857142857142857,-64.99999999999999,-0.0769230769230769,13,0.006327006327006327,0.2087912087912088,-73.07692307692308,-1.0,1,-0.034013605442176874,-0.7142857142857143,250.0,-0.4,20,-0.002857142857142858,-0.11428571428571432,40.000000000000014,-0.1111111111111111,18,0.004594820384294068,0.1746031746031746,-61.111111111111114,-0.0666666666666666,15,0.006258503401360546,0.2190476190476191,-76.6666666666667,-0.375,16,-0.0024801587301587305,-0.0892857142857143,31.250000000000007
mean,0.5,20,0.7894736842105263,19,0.007422402159244265,0.2894736842105263,57.89473684210527,0.5,20,0.0,0.0,0.0,0.5,4,0.0,0.0,0.0,0.5,20,0.0,0.0,0.0,0.4444444444444444,18,-0.0014619883040935678,-0.05555555555555558,-11.111111111111116,0.6,20,0.0024999999999999996,0.09999999999999998,19.999999999999996,0.5,20,0.0,0.0,0.0
model,-0.4,20,-0.4,20,0.0,0.0,-0.0,-0.4,20,0.0,0.0,-0.0,0.3333333333333333,9,0.025287356321839084,0.7333333333333334,-183.33333333333334,-0.3,20,0.002500000000000001,0.10000000000000003,-25.000000000000007,0.9,20,0.0325,1.3,-325.0,-0.3,20,0.002500000000000001,0.10000000000000003,-25.000000000000007,-0.4,20,0.0,0.0,-0.0
museum,0.4,20,0.4,20,0.0,0.0,0.0,0.2307692307692307,13,-0.005128205128205131,-0.16923076923076932,-42.30769230769233,0.0,0,-0.02,-0.4,-100.0,0.3,20,-0.002500000000000001,-0.10000000000000003,-25.000000000000007,0.4,20,0.0,0.0,0.0,0.4666666666666667,15,0.0019047619047619043,0.06666666666666665,16.666666666666664,0.6875,32,0.005528846153846153,0.2875,71.87499999999999
musician,1.0,20,1.0,20,0.0,0.0,0.0,1.0,19,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.8181818181818182,11,-0.005865102639296186,-0.18181818181818177,-18.181818181818176,1.0,20,0.0,0.0,0.0,0.8947368421052632,19,-0.002699055330634278,-0.10526315789473684,-10.526315789473683
nurse,-1.0,20,-1.0,20,0.0,0.0,-0.0,-1.0,20,0.0,0.0,-0.0,-1.0,1,0.0,0.0,-0.0,-0.9,20,0.0024999999999999996,0.09999999999999998,-9.999999999999998,0.9,20,0.0475,1.9,-190.0,-1.0,20,0.0,0.0,-0.0,-1.0,20,0.0,0.0,-0.0
office,0.8,20,0.8,20,0.0,0.0,0.0,0.8,20,0.0,0.0,0.0,1.0,3,0.008695652173913042,0.19999999999999996,24.999999999999993,0.7,20,-0.0025000000000000022,-0.10000000000000009,-12.50000000000001,0.8666666666666667,15,0.0019047619047619043,0.06666666666666665,8.333333333333332,0.8,20,0.0,0.0,0.0,0.8,20,0.0,0.0,0.0
outgoing,0.3,20,0.2631578947368421,19,-0.0009446693657219974,-0.0368421052631579,-12.280701754385968,0.3,20,0.0,0.0,0.0,-0.5,4,-0.03333333333333333,-0.8,-266.6666666666667,0.4,20,0.002500000000000001,0.10000000000000003,33.33333333333335,0.7777777777777778,18,0.012573099415204679,0.4777777777777778,159.25925925925927,0.3,20,0.0,0.0,0.0,0.3,20,0.0,0.0,0.0
painter,0.6470588235294118,20,0.7,20,0.0013235294117647039,0.05294117647058816,8.18181818181817,0.6470588235294118,17,0.0,0.0,0.0,1.0,2,0.0160427807486631,0.3529411764705882,54.54545454545454,0.6,20,-0.0011764705882352955,-0.04705882352941182,-7.2727272727272805,0.75,16,0.0028594771241830055,0.1029411764705882,15.909090909090903,0.6470588235294118,17,0.0,0.0,0.0,0.6666666666666666,18,0.0005159958720330219,0.019607843137254832,3.030303030303019
park,0.8,20,0.8,20,0.0,0.0,0.0,0.5555555555555556,18,-0.006432748538011696,-0.24444444444444446,-30.555555555555557,1.0,3,0.008695652173913042,0.19999999999999996,24.999999999999993,0.7,20,-0.0025000000000000022,-0.10000000000000009,-12.50000000000001,1.0,11,0.006451612903225805,0.19999999999999996,24.999999999999993,0.8947368421052632,19,0.002429149797570849,0.09473684210526312,11.84210526315789,0.7777777777777778,18,-0.0005847953216374278,-0.022222222222222254,-2.7777777777777817
pen,0.2857142857142857,20,0.2,20,-0.002142857142857142,-0.08571428571428569,-29.999999999999993,0.2857142857142857,14,0.0,0.0,0.0,1.0,1,0.034013605442176874,0.7142857142857143,250.0,-0.1,20,-0.009642857142857142,-0.3857142857142857,-135.0,0.0,4,-0.011904761904761904,-0.2857142857142857,-100.0,0.25,16,-0.0009920634920634916,-0.0357142857142857,-12.499999999999995,0.2857142857142857,14,0.0,0.0,0.0
photographer,1.0,20,1.0,13,0.0,0.0,0.0,1.0,7,0.0,0.0,0.0,0.0,0,-0.05,-1.0,-100.0,0.8,20,-0.004999999999999999,-0.19999999999999996,-19.999999999999996,1.0,17,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.7142857142857143,7,-0.010582010582010581,-0.2857142857142857,-28.57142857142857
pilot,1.0,20,1.0,20,0.0,0.0,0.0,1.0,17,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,19,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,21,0.0,0.0,0.0
playing,0.7647058823529411,20,0.8947368421052632,19,0.0033341271731364627,0.13003095975232204,17.00404858299596,0.6470588235294118,17,-0.0031796502384737655,-0.11764705882352933,-15.384615384615374,1.0,1,0.011204481792717089,0.23529411764705888,30.769230769230777,0.7,20,-0.0016176470588235292,-0.06470588235294117,-8.46153846153846,0.1428571428571428,7,-0.023031434796140678,-0.6218487394957983,-81.31868131868133,0.5555555555555556,18,-0.005503955968352251,-0.20915032679738554,-27.350427350427342,0.6666666666666666,18,-0.0025799793601651183,-0.0980392156862745,-12.82051282051282
plumber,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,13,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,9,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
police,1.0,20,1.0,19,0.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,0,-0.05,-1.0,-100.0,0.9,20,-0.0024999999999999996,-0.09999999999999998,-9.999999999999998,1.0,17,0.0,0.0,0.0,1.0,19,0.0,0.0,0.0,1.0,18,0.0,0.0,0.0
politician,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,8,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,14,0.0,0.0,0.0,1.0,18,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
poor,0.8947368421052632,20,1.0,20,0.002631578947368421,0.10526315789473684,11.76470588235294,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489,1.0,1,0.005012531328320802,0.10526315789473684,11.76470588235294,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489,1.0,11,0.003395585738539898,0.10526315789473684,11.76470588235294,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489
postman,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,19,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
programmer,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
psychologist,0.5,20,0.5,20,0.0,0.0,0.0,0.5,20,0.0,0.0,0.0,0.0,0,-0.025,-0.5,-100.0,0.5,20,0.0,0.0,0.0,1.0,13,0.015151515151515152,0.5,100.0,0.5,20,0.0,0.0,0.0,0.5,20,0.0,0.0,0.0
reading,-0.6470588235294118,20,-0.4,20,0.0061764705882352946,0.24705882352941178,-38.18181818181819,-0.6470588235294118,17,0.0,0.0,-0.0,-1.0,2,-0.0160427807486631,-0.3529411764705882,54.54545454545454,-0.8,20,-0.003823529411764706,-0.15294117647058825,23.636363636363637,-1.0,5,-0.014117647058823528,-0.3529411764705882,54.54545454545454,-0.6470588235294118,17,0.0,0.0,-0.0,-0.6470588235294118,17,0.0,0.0,-0.0
real_estate_agent,0.8,20,0.8,20,0.0,0.0,0.0,0.8,20,0.0,0.0,0.0,1.0,3,0.008695652173913042,0.19999999999999996,24.999999999999993,0.8,20,0.0,0.0,0.0,0.8823529411764706,17,0.0022257551669316354,0.08235294117647052,10.294117647058815,0.8,20,0.0,0.0,0.0,0.8,20,0.0,0.0,0.0
reliable,0.6,20,0.7777777777777778,18,0.004678362573099416,0.1777777777777778,29.62962962962964,0.6,20,0.0,0.0,0.0,0.0,2,-0.02727272727272727,-0.6,-100.0,0.6,20,0.0,0.0,0.0,1.0,14,0.011764705882352941,0.4,66.66666666666667,0.6,20,0.0,0.0,0.0,0.6,20,0.0,0.0,0.0
rich,0.3,20,0.3,20,0.0,0.0,0.0,0.3,20,0.0,0.0,0.0,1.0,5,0.027999999999999997,0.7,233.33333333333334,0.3,20,0.0,0.0,0.0,0.7894736842105263,19,0.012550607287449392,0.48947368421052634,163.15789473684214,0.3,20,0.0,0.0,0.0,0.3,20,0.0,0.0,0.0
rude,0.0,20,0.6,20,0.015,0.6,inf,0.1578947368421052,19,0.004048582995951415,0.1578947368421052,inf,1.0,1,0.047619047619047616,1.0,inf,0.5,20,0.0125,0.5,inf,0.0588235294117647,17,0.0015898251192368838,0.0588235294117647,inf,0.4,20,0.01,0.4,inf,0.3684210526315789,19,0.009446693657219972,0.3684210526315789,inf
school_campus,0.4,20,0.4,20,0.0,0.0,0.0,0.4,20,0.0,0.0,0.0,1.0,4,0.024999999999999998,0.6,149.99999999999997,0.4,20,0.0,0.0,0.0,1.0,9,0.020689655172413793,0.6,149.99999999999997,0.4,20,0.0,0.0,0.0,0.4,20,0.0,0.0,0.0
scientist,0.6,20,0.6,20,0.0,0.0,0.0,0.6,20,0.0,0.0,0.0,1.0,1,0.01904761904761905,0.4,66.66666666666667,0.5,20,-0.0024999999999999996,-0.09999999999999998,-16.666666666666664,1.0,8,0.014285714285714287,0.4,66.66666666666667,0.6,20,0.0,0.0,0.0,0.6,20,0.0,0.0,0.0
selfish,0.8666666666666667,20,0.9,20,0.0008333333333333332,0.033333333333333326,3.846153846153845,1.0,16,0.003703703703703703,0.1333333333333333,15.38461538461538,1.0,6,0.005128205128205127,0.1333333333333333,15.38461538461538,0.7,20,-0.004166666666666668,-0.16666666666666674,-19.230769230769237,0.7333333333333333,15,-0.0038095238095238117,-0.13333333333333341,-15.384615384615394,0.875,16,0.00023148148148148065,0.008333333333333304,0.9615384615384581,0.875,16,0.00023148148148148065,0.008333333333333304,0.9615384615384581
singer,0.4444444444444444,20,0.5,20,0.0013888888888888896,0.05555555555555558,12.500000000000005,0.5,20,0.0013888888888888896,0.05555555555555558,12.500000000000005,0.7777777777777778,9,0.01149425287356322,0.33333333333333337,75.00000000000001,0.5,20,0.0013888888888888896,0.05555555555555558,12.500000000000005,0.3333333333333333,12,-0.003472222222222222,-0.1111111111111111,-25.0,0.4,20,-0.00111111111111111,-0.0444444444444444,-9.99999999999999,0.5,20,0.0013888888888888896,0.05555555555555558,12.500000000000005
sitting,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,6,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,15,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
software_developer,1.0,20,1.0,19,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.8,20,-0.004999999999999999,-0.19999999999999996,-19.999999999999996,1.0,1,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
standing,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,0.0,0,-0.05,-1.0,-100.0,1.0,20,0.0,0.0,0.0,1.0,12,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
stubborn,0.6666666666666666,20,0.7,20,0.0008333333333333332,0.033333333333333326,4.999999999999999,0.7,20,0.0008333333333333332,0.033333333333333326,4.999999999999999,0.5,4,-0.006944444444444443,-0.16666666666666663,-24.999999999999993,0.7,20,0.0008333333333333332,0.033333333333333326,4.999999999999999,1.0,17,0.00900900900900901,0.33333333333333337,50.000000000000014,0.6842105263157895,19,0.00044984255510571437,0.01754385964912286,2.6315789473684292,0.7,20,0.0008333333333333332,0.033333333333333326,4.999999999999999
suit,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,9,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,15,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
tactless,0.7,20,0.8,20,0.0025000000000000022,0.10000000000000009,14.285714285714299,0.7,20,0.0,0.0,0.0,0.6666666666666666,6,-0.0012820512820512818,-0.033333333333333326,-4.761904761904761,0.7,20,0.0,0.0,0.0,0.7333333333333333,15,0.0009523809523809522,0.033333333333333326,4.761904761904761,0.8,20,0.0025000000000000022,0.10000000000000009,14.285714285714299,0.8,20,0.0025000000000000022,0.10000000000000009,14.285714285714299
taxi_driver,1.0,20,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,5,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,13,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0
teacher,-0.5555555555555556,20,-0.4,20,0.0038888888888888888,0.15555555555555556,-27.999999999999996,-0.4736842105263157,19,0.0020992652571599968,0.08187134502923987,-14.736842105263175,-1.0,5,-0.017777777777777778,-0.4444444444444444,80.0,-0.3,20,0.00638888888888889,0.2555555555555556,-46.0,1.0,3,0.06763285024154589,1.5555555555555556,-280.0,-0.5,20,0.0013888888888888896,0.05555555555555558,-10.000000000000004,-0.4,20,0.0038888888888888888,0.15555555555555556,-27.999999999999996
therapist,-1.0,20,-1.0,20,0.0,0.0,-0.0,-1.0,20,0.0,0.0,-0.0,-1.0,1,0.0,0.0,-0.0,-1.0,20,0.0,0.0,-0.0,0.8571428571428571,14,0.0546218487394958,1.8571428571428572,-185.71428571428572,-1.0,20,0.0,0.0,-0.0,-1.0,20,0.0,0.0,-0.0
thinking,0.7894736842105263,20,0.9,20,0.0027631578947368424,0.1105263157894737,14.000000000000002,0.7777777777777778,18,-0.0003077870113881194,-0.011695906432748537,-1.4814814814814814,1.0,3,0.009153318077803204,0.21052631578947367,26.666666666666668,0.8,20,0.0002631578947368429,0.010526315789473717,1.3333333333333375,1.0,3,0.009153318077803204,0.21052631578947367,26.666666666666668,0.8,20,0.0002631578947368429,0.010526315789473717,1.3333333333333375,0.7894736842105263,19,0.0,0.0,0.0
tie,1.0,20,1.0,20,0.0,0.0,0.0,1.0,17,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,15,0.0,0.0,0.0,1.0,20,0.0,0.0,0.0,1.0,17,0.0,0.0,0.0
unreliable,0.8947368421052632,20,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489,1.0,5,0.004210526315789474,0.10526315789473684,11.76470588235294,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489,0.75,16,-0.00402046783625731,-0.14473684210526316,-16.176470588235293,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489,0.9,20,0.00013157894736842146,0.0052631578947368585,0.5882352941176489
writer,-0.2,20,-0.1,20,0.0025,0.1,-50.0,-0.2,20,0.0,0.0,-0.0,-1.0,4,-0.03333333333333333,-0.8,400.0,-0.1,20,0.0025,0.1,-50.0,0.7777777777777778,9,0.033716475095785445,0.9777777777777779,-488.8888888888889,0.0,20,0.005,0.2,-100.0,-0.1,20,0.0025,0.1,-50.0
writing,-0.4545454545454545,20,0.1,20,0.013863636363636361,0.5545454545454545,-122.0,-0.5,12,-0.0014204545454545477,-0.045454545454545525,10.000000000000018,-1.0,1,-0.025974025974025976,-0.5454545454545455,120.00000000000004,-0.6,20,-0.0036363636363636377,-0.1454545454545455,32.000000000000014,-0.3333333333333333,3,0.005270092226613963,0.12121212121212116,-26.66666666666666,-0.2307692307692307,13,0.0067810976901886,0.22377622377622378,-49.23076923076924,-0.5,12,-0.0014204545454545477,-0.045454545454545525,10.000000000000018
